rt_bin,precursor_mz,rt_seconds,log10_ms1_height,ms1_n_peaks,ms2_n_peaks,ms2_log10_total_intensity,ms2_log10_max_intensity,ms2_frac_top3,n_samples_detected,log10_mean_detected_intensity,log10_max_detected_intensity,confidence_exact
42,503.13165,257.28,4.411788,8,41,5.633623,4.974954,0.379848,13,2.659589,3.090441,0.043
42,434.21657,257.28,3.928908,5,16,4.735945,3.913265,0.395614,9,2.069583,2.586521,0.066
42,547.34952,257.29,4.257679,5,45,5.594244,4.858775,0.395872,8,2.056893,2.859596,0.024
42,313.10098,257.33,4.950803,7,52,5.650701,4.858775,0.347615,12,3.179103,3.634552,0.032
42,498.17656,257.33,3.979047,7,23,5.159779,4.799723,0.584715,9,2.220328,2.564870,0.013
42,193.15606,257.67,4.314499,6208,116,6.700372,6.355088,0.593308,11,2.714361,2.964666,0.148
42,505.20243,257.33,4.062582,3,4,3.861927,3.360054,0.804456,15,1.890472,2.628722,0.442
42,439.19253,257.35,3.888348,3,31,6.329529,6.150551,0.850331,10,2.092524,2.515913,0.067
42,475.34036,257.36,4.695131,4,40,5.582921,4.858775,0.406329,10,2.654640,3.352979,0.038
42,413.21086,257.37,3.935860,4,29,6.501963,6.324080,0.830630,9,2.421688,2.662977,0.135
42,333.05823,257.37,4.448242,5,32,6.583413,6.397820,0.870235,18,2.117150,3.159994,0.386
42,420.19135,257.41,4.229170,2,28,5.812499,5.524096,0.645020,18,2.174989,3.002182,0.068
42,171.1157,257.43,3.819017,5,86,6.830507,6.333563,0.440568,13,2.502127,2.838271,0.078
42,360.16401,256.63,4.090258,3416,100,5.997667,5.187913,0.310905,9,2.289689,2.743501,0.038
42,454.19947,257.45,5.155943,12,39,5.587862,4.974954,0.418135,12,3.217292,3.843045,0.074
42,480.1054,257.47,4.014940,2,26,6.476337,6.365946,0.940386,8,2.489605,2.696174,0.022
42,251.17362,257.47,3.796088,2,14,5.059938,4.558668,0.591305,6,2.021933,2.315532,0.077
42,467.21861,257.66,3.859258,6366,78,6.685917,6.429921,0.715418,10,2.558098,2.733417,0.065
42,221.18387,257.61,4.853820,9,30,5.477993,4.858775,0.517376,12,3.044710,3.676810,0.010
42,283.08145,257.67,3.935860,2,18,5.174629,4.836695,0.676409,6,2.319168,2.963077,0.042
42,327.16625,257.68,4.152288,7,16,5.424780,5.307748,0.898241,6,2.242076,2.730227,0.331
42,259.10468,257.70,4.420121,3,32,5.415662,4.788861,0.443412,6,2.843507,3.262107,0.023
42,554.23775,257.70,3.951338,3,22,5.249270,4.858775,0.578903,11,2.254809,2.701650,0.103
42,191.14196,257.72,4.421275,2,29,6.611428,6.427005,0.848422,11,3.010785,3.237351,0.192
42,233.08903,257.82,4.265290,2,34,5.562240,4.974954,0.467076,12,2.551862,3.004537,0.031
42,459.17866,257.83,3.790144,3,93,6.444674,5.876791,0.424872,14,1.851722,2.447495,0.060
42,371.15904,257.83,4.036230,13,50,5.649284,4.858775,0.348751,8,2.447918,2.897874,0.053
42,621.23085,257.87,3.875524,6,36,5.429985,4.667879,0.394095,8,1.767148,2.512694,0.048
42,249.15726,257.90,3.774736,3,13,5.216724,4.577477,0.648141,12,2.184642,2.524298,0.040
42,343.16348,257.90,4.719911,4,56,5.699857,4.938308,0.365261,12,3.341434,3.692652,0.044
42,495.10894,257.90,4.830268,5,36,6.593126,6.397820,0.850989,14,2.625430,3.558149,0.307
42,579.20829,257.91,4.889302,3,80,6.843591,6.419052,0.486200,11,3.148326,3.524578,0.200
42,353.15035,257.91,4.168203,8,59,6.164627,5.375649,0.313060,11,2.192556,2.834143,0.090
42,283.08386,257.91,3.829046,2,37,6.543418,6.333563,0.792515,11,2.281046,2.603590,0.040
42,481.09686,257.93,3.713407,2,69,6.279137,5.407055,0.319255,8,1.968625,2.301156,0.069
42,249.11994,257.94,5.051153,3,41,5.471594,4.788861,0.420725,12,3.271469,3.751311,0.057
42,515.29283,257.97,4.021189,7,29,5.830800,5.389504,0.645423,7,2.151272,2.685756,0.101
42,404.15097,257.97,4.575765,3,36,6.600532,6.397820,0.836601,19,2.661392,3.319204,0.023
42,801.21545,257.98,3.712481,4,34,6.600745,6.427005,0.869552,11,1.910418,2.545814,0.169
43,163.12816,258.02,3.844166,4,16,4.891036,4.273070,0.512949,9,2.180077,2.747142,0.025
43,717.2661,258.01,4.009876,8,38,5.429028,4.788861,0.393552,20,2.161054,2.988048,0.032
43,221.15123,258.05,4.019116,5,27,5.998289,5.407055,0.570620,11,2.513657,2.794449,0.210
43,619.21927,258.06,3.878464,7,42,5.422447,4.611602,0.307084,12,2.327877,2.628743,0.074
43,284.18321,258.09,4.971369,2,49,6.056403,5.389504,0.475506,10,3.036375,3.731740,0.083
43,247.14163,258.09,4.180986,5,20,5.031786,4.623097,0.605664,11,2.340450,2.890441,0.027
43,265.15185,258.09,3.753583,3,26,5.246919,4.506789,0.338245,4,2.347028,2.750724,0.014
43,463.08109,258.20,6.136086,4,58,6.628692,6.355088,0.677558,11,4.861702,5.014609,0.650
43,663.11374,258.20,3.710456,4,49,6.580935,6.266013,0.627252,6,1.853584,2.295418,0.395
43,182.0727,258.20,3.857272,6,91,6.853417,6.333563,0.417497,8,2.040359,2.466555,0.161
43,271.10578,258.23,4.025306,3,15,5.095172,4.724088,0.619171,7,2.314454,3.044825,0.073
43,819.34564,258.23,3.769156,7,33,5.345805,4.788861,0.408025,5,1.817724,2.345469,0.105
43,775.31653,258.23,4.002598,15,42,5.480819,4.788861,0.411882,8,2.186185,2.643129,0.007
43,463.29999,258.24,4.715669,2,42,6.038301,5.389504,0.495745,12,2.852422,3.360231,0.028
43,187.14774,258.25,4.216694,3,35,6.472235,6.355088,0.924944,10,2.291709,2.985569,0.033
43,271.05751,258.25,4.340444,6,53,6.181688,5.389504,0.387789,9,2.918498,3.029130,0.082
43,399.15314,258.27,5.047275,5,38,5.538459,4.876705,0.448989,12,3.452847,3.921166,0.043
43,359.15861,258.27,4.897902,6,65,5.727209,4.938308,0.342966,11,3.341742,3.764772,0.029
43,293.09945,258.27,4.030195,4,97,6.496420,5.447130,0.247730,7,2.690511,3.283689,0.055
43,203.14082,258.29,4.333649,3,73,6.312196,5.375649,0.261174,11,2.978278,3.224811,0.099
43,311.13739,258.31,4.657820,10,80,5.909236,4.974954,0.251885,12,2.966150,3.415236,0.044
43,341.14816,258.31,5.067443,13,71,5.804531,4.974954,0.271147,12,3.455436,3.914417,0.163
43,409.10641,258.32,4.014521,3,44,6.407633,6.150551,0.715418,13,2.250574,2.771579,0.079
43,175.08184,258.35,3.943495,17,41,5.455142,4.788861,0.341397,12,2.575129,3.001464,0.078
43,251.09971,258.39,5.378943,8,75,5.743782,4.938308,0.330125,12,3.403145,4.159296,0.025
43,289.14017,258.39,4.461799,4,56,6.197098,5.389504,0.374271,8,2.499156,3.171622,0.026
43,417.16778,258.42,3.891816,9,37,5.607833,4.974954,0.403088,11,2.196553,2.757719,0.042
43,467.17286,258.42,3.755036,3,26,5.370912,4.765103,0.562551,7,2.079305,2.331931,0.018
43,273.08242,258.45,4.380754,4,30,5.403538,4.577477,0.396376,11,2.353677,3.125318,0.023
43,627.15051,258.45,3.716254,7,18,6.191282,5.657246,0.610521,13,1.891697,2.716977,0.063
43,587.20723,258.46,4.685831,8,57,6.525793,5.961328,0.462750,6,2.693768,3.453540,0.036
43,185.13017,258.46,4.917295,10,45,6.596475,6.397820,0.844451,12,3.242813,3.717207,0.345
43,159.08663,258.47,3.975202,6,31,5.342062,4.506789,0.301270,10,2.161159,2.819461,0.030
43,391.18729,258.47,3.804480,8,39,5.691619,4.970395,0.474357,10,1.990317,2.326366,0.377
43,469.17486,258.49,4.443263,4,30,6.320090,6.150551,0.875191,9,2.504587,3.194781,0.299
43,591.20301,258.50,4.155336,3,78,6.702329,6.295389,0.506716,14,2.397002,2.885583,0.136
43,407.18253,258.51,4.296446,3,72,5.870908,4.970395,0.323937,12,2.590400,2.989215,0.204
43,513.27679,258.55,4.538574,7,71,6.331126,5.407055,0.283236,12,2.595418,3.178486,0.179
43,231.13468,258.58,5.543696,4,47,6.649096,6.427005,0.777937,11,4.083336,4.428879,0.093
43,270.1291,258.62,4.785187,3,92,6.455556,5.401458,0.229396,10,3.306961,3.651405,0.080
43,215.06604,258.67,4.639287,4,88,6.614618,5.961328,0.377156,10,3.091633,3.599933,0.037
43,157.10002,258.72,4.499962,6,94,6.242566,5.407055,0.272474,11,3.296367,3.438710,0.222
43,249.14479,258.73,5.218273,5,46,6.641107,6.427005,0.792379,11,3.839616,4.133326,0.024
43,395.13045,258.73,3.928498,8,117,6.470708,5.737135,0.299167,9,2.236989,2.757008,0.014
43,493.23798,258.73,4.068186,6053,24,5.549773,4.970395,0.591598,12,2.232055,2.655856,0.023
43,361.17446,258.76,5.381837,3,35,5.675811,4.970395,0.507641,12,3.682832,4.099505,0.065
43,328.18231,258.76,3.716337,3,13,5.100425,4.657602,0.732235,5,2.002764,2.505639,0.067
43,575.22724,258.76,4.873553,8,47,5.758246,4.970395,0.419877,12,3.093445,3.505754,0.051
43,175.11031,258.77,4.276232,5,107,6.339657,5.283607,0.212988,11,3.124129,3.297962,0.089
43,341.1341,258.77,4.923089,3,105,6.819150,6.419052,0.499681,11,3.559962,3.825169,0.138
43,371.14643,258.78,4.963410,10,137,6.609524,5.828319,0.261635,10,3.363174,3.727172,0.208
43,570.27073,258.80,5.413300,4,37,5.709721,4.970395,0.469512,12,3.655386,4.106137,0.011
43,173.13107,258.83,4.608419,3,54,6.617255,6.397820,0.804997,10,3.384051,3.477210,0.079
43,573.19066,258.83,4.098644,2,122,6.600013,5.871389,0.304415,10,2.379738,2.807542,0.059
43,461.06803,258.84,4.357744,7,95,6.423567,5.370192,0.240201,15,2.743520,3.142340,0.077
43,497.19675,258.72,4.139249,6396,19,5.170834,4.404296,0.446770,10,2.033548,2.502858,0.333
43,359.12266,258.85,4.595055,5,43,5.399632,4.611602,0.313482,10,2.845951,3.458512,0.142
43,201.12472,258.87,5.217221,11,94,6.318996,5.407055,0.291258,11,3.870606,4.045065,0.136
43,219.13515,258.87,5.294687,4,92,6.329078,5.407055,0.284575,11,3.932156,4.114625,0.019
43,229.11966,258.87,5.992995,6,79,6.252898,5.407055,0.295124,11,4.683157,4.866110,0.146
43,247.12995,258.87,5.812379,2,97,6.341032,5.407055,0.276849,11,4.511280,4.671786,0.360
43,320.14605,258.87,3.787106,2,123,6.470228,5.803809,0.320089,11,2.384697,2.560893,0.160
43,529.27248,258.87,5.537819,7,87,6.315604,5.279678,0.255357,11,3.900085,4.230299,0.191
43,568.23219,258.87,5.061452,10,93,6.323870,5.407055,0.288008,11,3.408811,3.785586,0.300
43,219.10846,258.88,5.167317,6,25,5.625557,4.970395,0.569915,12,3.520908,3.988189,0.016
43,435.16055,258.88,4.017451,18,47,6.562419,6.333563,0.758589,10,2.552251,2.828109,0.302
43,511.26284,258.88,4.773494,7,105,6.561850,5.898252,0.343769,17,2.804678,3.413841,0.033
43,389.17027,258.89,4.127105,3,110,6.591977,5.990113,0.361243,17,2.440739,2.867041,0.043
43,183.11419,258.90,5.138934,5,73,6.193716,5.370192,0.309785,16,3.608725,3.955645,0.100
43,253.17807,258.92,4.025306,3,98,6.510174,5.424879,0.199158,11,2.767109,3.212878,0.048
43,353.13443,258.92,4.614264,2,112,6.605864,5.898252,0.310637,11,3.020523,3.356918,0.040
43,543.25038,258.92,5.092018,3,123,6.566518,5.965287,0.350702,11,3.615118,3.813747,0.197
43,227.10441,258.92,4.060698,5,64,6.133805,5.203826,0.318622,14,2.454832,2.847617,0.032
43,323.12526,259.25,3.800854,7005,6,4.254676,3.873671,0.775897,8,2.055348,2.438590,0.121
43,209.15242,258.94,4.360593,2,43,6.362853,6.150551,0.793123,10,2.924906,3.212902,0.088
43,377.11984,258.94,3.736954,2,64,6.090004,5.257697,0.321505,10,2.352073,2.584537,0.518
43,253.10076,258.95,4.960138,3,108,6.612472,5.879091,0.305386,12,3.247125,3.654593,0.070
43,221.11524,258.97,4.158664,6,113,6.357305,5.283607,0.204507,11,2.847330,2.979861,0.093
43,203.10423,258.97,4.936765,7,112,6.349557,5.283607,0.208188,11,3.604986,3.763450,0.064
43,249.1096,258.97,4.768194,5,95,6.505762,5.933385,0.393995,11,3.349598,3.744506,0.126
43,282.16739,258.97,4.238046,7,80,6.298478,5.279678,0.265628,11,2.691267,3.027932,0.270
43,736.3394,259.05,3.856970,8,21,5.204867,4.765103,0.541435,13,2.100767,2.710309,0.018
43,462.211,259.06,4.716337,3,24,5.358902,4.765103,0.578325,11,2.498857,3.374831,0.009
43,296.15903,259.11,4.434569,4,32,5.294544,4.355359,0.306302,6,2.718965,3.272706,0.160
43,265.14031,259.11,4.983987,2,76,6.370098,5.438907,0.268030,11,3.647111,3.837173,0.234
43,279.1192,259.11,5.564429,5,94,6.259785,5.283607,0.255993,11,4.427950,4.562618,0.013
43,235.16742,259.15,4.429106,3,81,6.217371,5.143450,0.231830,10,3.251426,3.501151,0.125
43,451.20562,259.16,4.601408,5,26,5.590731,4.970395,0.538356,12,2.793924,3.213508,0.044
43,411.19574,259.18,3.859918,6,131,6.549934,5.697017,0.249060,7,2.221136,2.548506,0.087
43,507.23048,259.21,4.032619,2,135,6.606661,5.876791,0.293781,11,2.512235,2.803248,0.067
43,296.14923,259.26,5.202761,7098,24,5.701337,5.322856,0.660545,3,3.409969,3.677239,0.062
43,275.08805,259.25,4.219060,2,63,6.052730,5.030308,0.266333,10,3.188324,3.386349,0.076
43,325.09427,259.26,3.830460,6,25,5.012525,4.206040,0.402457,3,2.284481,2.476727,0.017
43,493.24773,259.25,4.145507,27,48,6.094866,5.283607,0.325378,4,2.219240,2.700383,0.063
43,213.12517,259.26,4.603902,3,74,6.442373,5.479912,0.286030,11,2.713223,3.413540,0.039
43,535.1036,259.26,4.959518,7,89,6.257000,5.283607,0.257640,14,2.970529,3.689547,0.018
43,640.3129,259.31,3.730621,4,56,6.035881,5.081709,0.308651,9,2.178347,2.324831,0.047
43,450.26657,259.33,3.906604,5,50,6.070674,5.172422,0.289815,7,2.156116,2.508251,0.004
43,457.23348,259.36,4.266232,12,76,6.417556,5.737166,0.359630,10,2.722744,3.213887,0.299
43,179.03239,259.40,4.738225,3,87,6.306253,5.286345,0.223024,11,3.250875,3.574845,0.180
43,613.14877,259.43,3.714497,6,7,4.795100,4.361259,0.806148,9,2.076614,2.687986,0.098
43,323.13913,259.44,4.059185,7,67,5.703481,4.876705,0.342889,7,2.214605,2.755654,0.069
43,251.16529,259.47,4.369958,3,58,6.132041,5.172422,0.299483,10,2.696739,3.041154,0.009
43,273.10978,259.49,4.356981,4,77,6.290311,5.203826,0.232902,11,2.866198,3.329216,0.070
43,231.14689,259.50,3.832509,3,28,5.453250,4.765103,0.509815,11,2.094206,2.574016,0.007
43,275.08542,259.52,4.282849,2,59,6.129214,5.370192,0.359387,4,2.958601,3.383959,0.042
43,743.26692,259.52,3.884852,4,35,5.846120,5.031029,0.336395,8,2.331427,2.692706,0.284
43,231.0522,259.53,3.741624,4,109,6.562354,5.898252,0.343371,11,2.150188,2.531080,0.032
43,539.2236,259.53,4.279895,2,93,6.831589,6.333563,0.424753,18,2.596414,3.293841,0.033
43,515.21932,259.54,4.730217,3,104,6.525809,5.973528,0.433003,11,3.114622,3.486699,0.026
43,377.17083,259.57,4.481012,7,19,5.479268,4.970395,0.668678,12,2.688695,3.199820,0.038
43,529.20147,259.57,3.963741,8,58,6.071286,5.255780,0.355708,10,2.472420,2.741288,0.155
43,591.22183,259.60,3.978774,7,11,4.705949,4.148475,0.561839,9,2.016345,2.620647,0.132
43,482.27351,259.62,3.719165,12,6,4.997630,4.765273,0.825703,10,1.788762,2.493892,0.080
43,285.12213,259.68,4.014100,10,53,5.670465,4.902548,0.313463,11,2.346103,2.787394,0.009
43,555.21688,259.73,4.293363,9,68,6.586647,5.961328,0.402246,11,3.339072,3.478827,0.343
43,299.08651,259.78,3.980140,4,64,6.221532,5.286345,0.239744,11,2.735968,2.861322,0.105
43,389.16064,259.78,4.126456,6919,40,6.436793,5.974381,0.555742,6,2.555253,2.797977,0.063
43,287.12472,259.78,4.334655,5,79,6.207546,5.131293,0.228692,11,2.530288,3.007098,0.150
43,417.25649,259.78,3.844850,5,36,5.556778,4.760270,0.391672,9,2.036357,2.529074,0.143
43,577.1502,259.78,4.459995,5,68,6.195334,5.286345,0.278991,11,3.172952,3.518603,0.089
43,747.20495,259.79,3.748343,6,43,5.877196,5.255780,0.462401,8,2.059415,2.538096,0.016
43,269.09057,259.81,3.850033,19,23,5.031801,4.278082,0.355378,6,2.201149,2.582742,0.025
43,556.25283,259.81,4.433290,3,36,5.471842,4.905918,0.473066,12,2.581479,3.083993,0.087
43,561.21035,259.81,4.596157,5,11,5.204610,4.994880,0.834411,12,2.735058,3.261586,0.340
43,515.13454,259.81,3.758836,5,11,4.935425,4.505972,0.637258,9,1.811228,2.598534,0.127
43,539.2264,259.81,3.882809,3184,10,4.490746,3.839589,0.585169,8,2.179441,2.569617,0.036
43,399.13843,259.84,3.940267,6,136,6.576262,5.770257,0.265159,10,2.506214,2.774020,0.276
43,553.20551,259.78,3.836261,7275,6,4.292027,4.031279,0.785131,10,2.153839,2.367802,0.037
43,189.09785,259.90,4.171141,5,23,5.536086,4.970395,0.610541,12,2.736345,2.969678,0.071
43,354.16566,259.95,5.048830,8,11,4.982895,4.648139,0.753779,11,3.220330,3.907470,0.065
43,287.12255,259.96,4.166726,5,40,5.946274,5.121356,0.397043,3,2.650544,2.802632,0.135
43,742.2489,259.98,4.535674,6,45,5.909989,5.255780,0.428771,11,2.705394,3.325134,0.101
43,497.19501,260.00,4.381837,3,91,6.711016,6.365946,0.575535,23,2.817692,3.184959,0.068
43,545.16206,260.00,4.470998,6,60,6.143100,5.255780,0.301494,12,2.510690,3.193657,0.307
43,547.23178,260.01,3.835944,2,25,5.392342,4.994880,0.653490,20,1.569885,2.471767,0.101
43,313.15355,260.02,4.147676,4,34,5.319141,4.724223,0.540368,12,2.445318,2.783342,0.066
43,475.21007,260.03,4.272306,4,51,6.423985,6.005753,0.568760,11,2.926225,3.200734,0.065
43,344.16749,260.08,4.322219,4,66,6.165934,5.056074,0.218316,14,2.857422,3.137235,0.039
43,441.18544,260.08,4.057286,6,29,5.282469,4.657602,0.519746,11,2.239932,2.539624,0.044
43,331.16259,260.10,4.986548,9,38,5.341456,4.724223,0.513304,12,3.370000,3.635380,0.010
43,291.11905,260.12,4.409595,5,72,6.586754,6.022337,0.409363,11,3.133938,3.299991,0.079
43,277.11619,260.25,4.322839,9,13,5.035349,4.648139,0.680059,11,2.709779,3.332450,0.080
43,175.14672,260.26,4.416641,3,113,6.626545,5.974381,0.359023,10,3.145571,3.225537,0.232
43,193.15657,260.31,4.319938,9,49,6.369002,6.150551,0.781972,3,2.892540,3.038678,0.104
